Curriculum ID,Curriculum Title,Domain ID,Domain Description,Active,Date Created,Curriculum Description,Force Incomplete,Item Type,Item ID,Item Revision Date,Revision Number,Item Title,Assignment Type,Initial Period (Item),Initial Number (Item),Initial Basis (Item),Retraining Period (Item),Retraining Number (Item),Retraining Basis (Item),Effective Date,Job Code ID,Job Description,Requirement (Requirements),Initial Period (Requirement),Initial Number (Requirement),Initial Basis (Requirement),Retraining Period (Requirement),Retraining Number (Requirement),Retraining Basis (Requirement),Requirement (Requirement Group),Initial Period (Requirement Group),Initial Number (Requirement Group),Initial Basis (Requirement Group),Retraining Period (Requirement Group),Retraining Number (Requirement Group),Retraining Basis (Requirement Group),Requirement (Group Requirements),Description,Document ID,Document Title,Review Flag,Sub-Curriculum ID,Sub-Curriculum Title,Sub-Curriculum Parent ID,Sub-Curriculum Level
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QATS_S6133_0003,12/12/2017 08:55 AM America/New York,2,General Laboratory Clean Up Procedure,Required,Days,90,Event,Days,730,Event,1/10/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0114,3/12/2018 12:06 PM America/New York,2,Operation of the Pharma Test Ampule Breakpoint Tester,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0111,8/30/2019 09:52 AM America/New York,4,Good Documentation Practices in Incoming Materials (IM) Lab,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0073,5/30/2019 07:57 AM America/New York,3,Vendor Lot Procedure,Required,Days,90,Event,Days,730,Event,6/18/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0071,6/25/2018 04:37 PM America/New York,2,Operation of Milli-Q Reagent Grade Water System in SQ,Required,Days,90,Event,Days,730,Event,6/29/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0068,5/17/2018 10:17 AM America/New York,3,"Procedures for Receipt, Sampling and Disposition of Commodity Using the Stock Locator System",Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0064,7/10/2019 10:59 AM America/New York,9,Operation of Major SQ Equipment and Instrumentation,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-MM_S8300_0066,12/14/2018 10:15 AM America/New York,2,Batch Record Lot Number Assignment Procedures,Required,Days,90,Event,Days,730,Event,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0232,7/10/2019 10:56 AM America/New York,4,Stock Locator Functions Performed by Quality,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-105673,5/13/2019 05:01 PM America/New York,2,Material and Supplier Approval,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0255,5/24/2019 10:41 AM America/New York,4,Rocky Mount Engineering Preventative Maintenance PM Program,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-105821,8/6/2019 03:50 PM America/New York,4,Rocky Mount CMMS Preventative Maintenance Program,Required,Days,90,Event,Days,730,Event,8/26/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0113,12/9/2016 12:00 AM America/New York,1,Receipt and Release of Sterile Items from ARAMARK,Required,Days,90,Event,Days,730,Event,1/11/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0313,11/12/2018 08:19 AM America/New York,6,Laboratory Instrument Validation Life-Cycle,Required,Days,90,Event,Days,365,Event,11/30/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0025,6/6/2019 08:59 AM America/New York,2,Maintenance of Supplier Quality Historical Report Files,Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0053,7/30/2019 11:35 AM America/New York,8,Special Programs for Commodities Received from Outside Suppliers,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_IM_GEN_REQ,PGM-RMT-QACQ_IM_GEN_REQ: Chemistry Incoming Material Analyst General Requirement,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QACQ_S6120_0190,4/2/2019 03:48 PM America/New York,6,"Terms, Clarifications and General Lab Practices and Techniques for the CQ Laboratories",Required,Days,90,Event,Days,730,Event,4/23/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QACQ_SOP-88107,11/20/2017 12:38 PM America/New York,3,Laboratory Management,Required,Days,90,Event,Days,730,Event,12/13/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,SOP,PGM-RMT-QACQ_S6120_0322,1/7/2019 12:11 PM America/New York,3,"Preparation, Approval and Implementation of Analyst Notes",Required,Days,90,Event,Days,730,Event,1/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QACQ_S6120_0219,8/8/2019 11:29 AM America/New York,9,Laboratory Testing and Data Review,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QADC_S7700_2007,8/8/2019 12:12 PM America/New York,3,"Logbook Issuance, Storage and Retrieval for the Rocky Mount Site",Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,SOP,PGM-RMT-QACQ_S6120_0303,6/20/2017 12:00 PM America/New York,2,Rounding and Reporting of Numerical Results in the Chemical Quality (CQ) Laboratories,Required,Days,90,Event,Days,730,Event,7/10/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QACQ-SOP-102260,8/16/2018 04:39 PM America/New York,2,gLIMS Training and Access for Rocky Mount,Required,Days,90,Event,Days,730,Event,8/24/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,COURSE,PGM-RMT-QACQ_S6120_0328,9/13/2019 10:51 AM America/New York,7,"Analytical Laboratory Data Investigation of OOS, OOL or Questionable Results",Required,Days,90,Event,Days,730,Event,9/29/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INC_MAT_NSUP,PGM-RMT-QACQ_INC_MAT_NSUP:  CQ Incoming Material,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,6/10/2019,,No,SOP,PGM-RMT-QACQ_S6120_0300,8/8/2019 12:03 PM America/New York,9,Use of Laboratory Notebooks in the CQ Laboratory,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUM,PGM-RMT-QACQ_INSTRUM: CQ Instrumentation Specialists,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0306,11/28/2018 01:18 PM America/New York,2,Instrument and Equipment Repair in the CQ Laboratory,Required,Days,90,Event,Days,730,Event,12/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUM,PGM-RMT-QACQ_INSTRUM: CQ Instrumentation Specialists,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0627,6/12/2019 02:44 PM America/New York,6,Rocky Mount Instrumentation Control System,Required,Days,90,Event,Days,730,Event,7/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUM,PGM-RMT-QACQ_INSTRUM: CQ Instrumentation Specialists,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-EH_CHEMLAB_PHYS,7/18/2019 12:00 PM America/New York,2,Chemical Quality Laboratory Physical,Required,Days,45,Event,Days,365,Event,7/22/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUM,PGM-RMT-QACQ_INSTRUM: CQ Instrumentation Specialists,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-105821,8/6/2019 03:50 PM America/New York,4,Rocky Mount CMMS Preventative Maintenance Program,Required,Days,90,Event,Days,730,Event,8/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUM,PGM-RMT-QACQ_INSTRUM: CQ Instrumentation Specialists,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0255,5/24/2019 10:41 AM America/New York,4,Rocky Mount Engineering Preventative Maintenance PM Program,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0212,3/9/2018 08:16 AM America/New York,3,Operation and Maintenance of the DL50 Mettler Toledo Autotitrator,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0208,11/12/2018 07:40 AM America/New York,3,Karl Fischer Titrations,Required,Days,90,Event,Days,730,Event,12/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0126,8/8/2018 12:15 PM America/New York,3,Operation and Calibration of the Polarimeters,Required,Days,90,Event,Days,730,Event,8/29/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0150,3/1/2017 12:00 AM America/New York,1,Automatic Titrating Systems - Potentiometric Titrations,Required,Days,90,Event,Days,730,Event,3/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-94537,7/16/2019 02:23 AM America/New York,2,Operation of the Melting Point Apparatus in the CQ Laboratory,Required,Days,90,Event,Days,730,Event,10/25/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-87318,9/5/2019 02:29 PM America/New York,8,Operation of the UV/VIS Spectrophotometers,Required,Days,90,Event,Days,730,Event,9/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0153,1/9/2019 01:30 PM America/New York,4,Operation of the High Performance Liquid Chromatograph,Required,Days,90,Event,Days,730,Event,1/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0181,1/11/2017 12:00 AM America/New York,1,Operation of the Brinkmann Colorimeter Models PC 700 and PC 800,Required,Days,90,Event,Days,730,Event,1/25/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-87181,7/16/2019 02:17 AM America/New York,2,Chemistry Laboratory Potent Drug Isolators Operating and Cleaning Procedure,Required,Days,90,Event,Days,730,Event,4/24/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0310,8/8/2019 11:18 AM America/New York,5,pH Measurement and Operation of the Versa Star pH Meter,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0316,6/6/2019 02:59 PM America/New York,7,Operation and Maintenance of the Agilent 7700X ICP-MS (Inductively Coupled Plasma Mass Spectrometer),Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0139,5/20/2019 11:12 AM America/New York,3,Operation and Calibration of Conductivity Bridge,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0032,3/1/2017 12:00 AM America/New York,1,NuGenesis Unify/Vision Scientific Data Management System (SDMS),Required,Days,90,Event,Days,730,Event,3/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0191,8/29/2019 03:23 PM America/New York,5,Operation of the Sievers TOC Analyzer,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0221,7/20/2017 12:00 PM America/New York,2,Operation of the Rudolph Research J357 Automatic Refractometer,Required,Days,90,Event,Days,730,Event,8/9/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0035,3/12/2018 07:58 AM America/New York,2,Operation of Electric Furnace,Required,Days,90,Event,Days,730,Event,3/28/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0112,4/5/2018 06:47 AM America/New York,2,Operation of Milli-Q Reagent Grade Water System,Required,Days,90,Event,Days,730,Event,4/25/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0207,9/26/2016 12:00 AM America/New York,1,Operation of the TruScan Raman System,Required,Days,90,Event,Days,730,Event,10/19/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0321,3/12/2018 07:50 AM America/New York,3,Operation of the Dionex ION Chromatograph Model ICS-2100 and the Chromeleon 7 Software,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0211,4/16/2018 11:41 AM America/New York,2,Operational Instructions and Sample Preparation for the Labconco Freeze Drier System,Required,Days,90,Event,Days,730,Event,5/9/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0218,4/16/2018 11:44 AM America/New York,2,Operation of the VWR Clinical 200 Centrifuge,Required,Days,90,Event,Days,730,Event,5/9/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0319,3/21/2019 09:02 AM America/New York,2,Operation and Maintenance of the Anton PAAR Density Meter DMA 5000 M,Required,Days,90,Event,Days,730,Event,4/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-102360,5/1/2019 10:38 AM America/New York,5,Operation and Maintenance of the Agilent 7900 ICP-MS (Inductively Coupled Plasma Mass Spectrometer),Required,Days,90,Event,Days,730,Event,5/21/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0210,3/13/2018 04:47 PM America/New York,2,Operational Instructions for the Dionex Ion Chromatograph Model 3000,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0327,2/15/2019 10:52 AM America/New York,3,BYK Gardner Liquid Color Spectrophotometer (LCS),Required,Days,90,Event,Days,730,Event,3/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0332,1/17/2019 12:11 PM America/New York,6,Operation of the FTIR in the Chemical Quality Lab,Required,Days,90,Event,Days,730,Event,2/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_INSTRUMENTS,PGM-RMT-QACQ_INSTRUMENTS: CQ Instrumentation,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-101572,1/2/2018 12:20 PM America/New York,1,Operation of the Crescent Wig-L-Bug Model MSD,Required,Days,90,Event,Days,730,Event,1/24/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
